,city,state_id,latitude,longitude,population,airport,distance
476,Sandy,UT,40.571,-111.8505,96380,,
477,Federal Way,WA,47.3091,-122.3358,96289,,
478,Mandeville,LA,30.3751,-90.0904,95968,,
479,Hesperia,CA,34.3975,-117.3147,95750,,
480,Brockton,MA,42.0821,-71.0242,95708,,
481,Compton,CA,33.893,-118.2275,95605,,
482,Riverview,FL,27.8227,-82.3023,95338,,
483,Fishers,IN,39.9589,-85.9661,95310,,
484,Sunrise,FL,26.1547,-80.2997,95166,,
485,Bowling Green,KY,36.9719,-86.4373,95135,,
486,Roswell,GA,34.0391,-84.3513,94763,,
487,Menifee,CA,33.6909,-117.1849,94756,,
488,Plantation,FL,26.126,-80.2617,94580,,
489,Dover,NH,43.1887,-70.8845,94563,,
490,Quincy,MA,42.2516,-71.0183,94470,,
491,Portsmouth,VA,36.8468,-76.354,94398,,
492,Chino,CA,33.9836,-117.6654,94371,,
493,Lynn,MA,42.4779,-70.9663,94299,,
494,Edmond,OK,35.6689,-97.4159,94054,,
495,Hanford,CA,36.3274,-119.6549,94028,,
496,Dearborn,MI,42.3127,-83.2129,93932,,
497,Livonia,MI,42.3972,-83.3733,93665,,
498,South Gate,CA,33.9448,-118.1926,93444,,
499,Vineland,NJ,39.4653,-74.9981,93239,,
500,Florence,SC,34.1781,-79.7877,93131,FLO,0.061391403870580334
501,Portsmouth,NH,43.058,-70.7826,93069,PSM,0.042941231833745264
502,Slidell,LA,30.2881,-89.7826,93040,,
503,Lawton,OK,34.6176,-98.4203,93025,,
504,Kirkland,WA,47.6974,-122.2054,93010,,
505,Missoula,MT,46.875,-114.0214,92895,MSO,0.07618644492191308
506,Auburn,AL,32.6087,-85.4899,92777,,
507,Rapid City,SD,44.0716,-103.2204,92664,,
508,Terre Haute,IN,39.4654,-87.3763,92490,,
509,Suffolk,VA,36.6953,-76.6398,92108,,
510,Blacksburg,VA,37.23,-80.4279,91888,,
511,Mount Pleasant,SC,32.8538,-79.8204,91684,,
512,Carson,CA,33.8374,-118.2559,91394,,
513,Conroe,TX,30.3239,-95.4825,91079,,
514,Alafaya,FL,28.5278,-81.1865,91068,,
515,Livermore,CA,37.6862,-121.7608,90923,,
516,Westminster,CA,33.7523,-117.9938,90643,,
517,Germantown,MD,39.1755,-77.2643,90582,,
518,Santa Monica,CA,34.0232,-118.4813,90401,,
519,New Braunfels,TX,29.6994,-98.1148,90209,,
520,Fall River,MA,41.7137,-71.1014,89541,,
521,Albany,GA,31.5776,-84.1762,89217,ABY,0.04690448925763975
522,Miami Beach,FL,25.8171,-80.1396,88885,,
523,Norwalk,CT,41.1144,-73.4215,88816,,
524,San Leandro,CA,37.7071,-122.1601,88815,OAK,0.05989300843212634
525,O'Fallon,MO,38.785,-90.7175,88673,,
526,Newton,MA,42.3316,-71.2085,88414,,
527,Muncie,IN,40.1989,-85.395,87879,,
528,Citrus Heights,CA,38.6948,-121.288,87796,,
529,State College,PA,40.7909,-77.8568,87723,SCE,0.06060403507522995
530,Town 'n' Country,FL,28.0108,-82.576,87338,,
531,Decatur,IL,39.8556,-88.9337,87236,,
532,Jackson,MI,42.2431,-84.4037,87110,,
533,Fort Myers,FL,26.6195,-81.8303,87103,,
534,Goodyear,AZ,33.2613,-112.3622,86840,,
535,Dalton,GA,34.769,-84.9712,86628,,
536,Bryan,TX,30.6657,-96.3668,86276,,
537,Waukegan,IL,42.3697,-87.8716,86075,,
538,Hawthorne,CA,33.9146,-118.3476,86068,,
539,Anderson,IN,40.0891,-85.6893,85992,,
540,Redwood City,CA,37.5026,-122.2252,85925,,
541,Hoover,AL,33.3754,-86.8064,85768,,
542,Lake Forest,CA,33.6606,-117.6712,85531,,
543,Napa,CA,38.2976,-122.3011,85239,,
544,Whittier,CA,33.9678,-118.0188,85098,,
545,Clifton,NJ,40.8631,-74.1575,85052,,
546,Largo,FL,27.9088,-82.7711,84948,,
547,Bloomington,MN,44.8306,-93.3151,84943,,
548,Johns Creek,GA,34.0333,-84.2027,84579,,
549,Newport Beach,CA,33.6151,-117.8669,84534,,
550,Mission,TX,26.2041,-98.3251,84331,,
551,Milpitas,CA,37.4339,-121.8921,84196,,
552,Troy,MI,42.5818,-83.1457,84092,,
553,Madera,CA,36.9631,-120.0782,84086,,
554,Joplin,MO,37.0758,-94.5018,84048,,
555,Chino Hills,CA,33.9508,-117.7253,83853,,
556,Alhambra,CA,34.084,-118.1355,83750,,
557,Franklin,TN,35.9216,-86.8525,83097,,
558,Melbourne,FL,28.1085,-80.6627,83029,MLB,0.019049070497272932
559,Port Huron,MI,42.9822,-82.4387,82970,,
560,Springfield,OH,39.9297,-83.7957,82820,,
561,Mountain View,CA,37.4,-122.0796,82739,,
562,Zephyrhills,FL,28.2408,-82.1796,82476,,
563,St. Augustine,FL,29.8977,-81.31,82180,,
564,Flagstaff,AZ,35.1872,-111.6195,81974,FLG,0.06969338866957647
565,Buena Park,CA,33.8572,-118.0046,81788,,
566,Pleasanton,CA,37.6663,-121.8805,81777,,
567,Silver Spring,MD,39.0028,-77.0207,81773,,
568,Atascocita,TX,29.9777,-95.1953,81557,,
569,Westland,MI,42.3192,-83.3805,81511,,
570,Auburn,WA,47.3039,-122.2108,81464,,
571,Cranston,RI,41.7658,-71.4857,81456,,
572,Somerville,MA,42.3908,-71.1013,81360,,
573,Folsom,CA,38.6668,-121.1422,81328,,
574,Springdale,AR,36.1899,-94.1574,81125,,
575,Deerfield Beach,FL,26.305,-80.1277,81066,,
576,Warwick,RI,41.7062,-71.4334,81004,PVD,0.018494570689801513
577,Cicero,IL,41.8445,-87.7593,80796,,
578,Farmington Hills,MI,42.486,-83.3771,80612,,
579,Newark,OH,40.0705,-82.4251,80451,,
580,Williamsburg,VA,37.2692,-76.7076,80441,,
581,Brooklyn Park,MN,45.1112,-93.3505,80389,,
582,Hattiesburg,MS,31.3074,-89.317,80138,,
583,Alexandria,LA,31.2923,-92.4702,80129,AEX,0.08555644187370412
584,Lawrence,MA,42.7003,-71.1626,80028,,
585,Florence,AL,34.8303,-87.6654,79964,,
586,Valdosta,GA,30.8502,-83.2788,79820,VLD,0.06104506889970961
587,Plymouth,MN,45.0225,-93.4618,79768,,
588,Buckeye,AZ,33.4314,-112.6429,79620,,
589,Georgetown,TX,30.6668,-97.6953,79604,,
590,Cheyenne,WY,41.1351,-104.79,79484,,
591,Cedar Park,TX,30.5106,-97.8196,79462,,
592,The Villages,FL,28.9021,-81.9888,79372,,
593,Kokomo,IN,40.464,-86.1277,79351,,
594,Tustin,CA,33.7309,-117.8106,79348,,
595,Lakewood,CA,33.8471,-118.1221,79307,,
596,Perris,CA,33.7899,-117.2233,79291,,
597,St. Joseph,MO,39.7599,-94.821,79161,,
598,Flower Mound,TX,33.0344,-97.1146,79135,,
599,Pharr,TX,26.1685,-98.1904,79112,MFE,0.04948466145080028
600,Pine Hills,FL,28.5818,-81.4693,78995,,
601,Alton,IL,38.9034,-90.1523,78905,,
602,Loveland,CO,40.4166,-105.0623,78877,,
603,Boynton Beach,FL,26.5281,-80.0811,78679,,
604,New Rochelle,NY,40.9305,-73.7836,78557,,
605,Anderson,SC,34.5211,-82.6479,78512,,
606,Jonesboro,AR,35.8212,-90.6791,78394,,
607,Lebanon,PA,40.3412,-76.4227,78302,,
608,Parma,OH,41.3843,-81.7286,78103,,
609,Layton,UT,41.0769,-111.9621,78014,,
610,Elizabethtown,KY,37.703,-85.877,78002,,
611,Texarkana,TX,33.4487,-94.0815,77964,,
612,Alameda,CA,37.767,-122.2672,77624,,
613,Kankakee,IL,41.1019,-87.8643,77429,,
614,Watsonville,CA,36.9206,-121.7706,77352,,
615,Porterville,CA,36.0644,-119.0338,77318,,
616,Baytown,TX,29.7586,-94.9669,77192,,
617,Upland,CA,34.1178,-117.6603,77140,,
618,Davis,CA,38.5552,-121.7365,76997,,
619,Camarillo,CA,34.223,-119.0322,76931,,
620,South Jordan,UT,40.557,-111.9782,76598,,
621,Battle Creek,MI,42.2986,-85.2296,76514,,
622,Bellflower,CA,33.888,-118.1271,76435,,
623,San Marcos,TX,29.8736,-97.9381,76218,,
624,San Ramon,CA,37.7625,-121.9365,75995,,
625,Lake Jackson,TX,29.0516,-95.4522,75860,,
626,Bethlehem,PA,40.6266,-75.3679,75815,,
627,Wyoming,MI,42.8909,-85.7066,75667,,
628,Oshkosh,WI,44.0228,-88.5619,75536,,
629,Hammond,IN,41.6169,-87.491,75522,,
630,Waldorf,MD,38.6085,-76.9195,75489,,
631,Missouri City,TX,29.563,-95.5365,75457,,
632,Pasco,WA,46.2506,-119.1304,75432,PSC,0.017946748234144796
633,Wheeling,WV,40.0752,-80.6951,75392,,
634,Kendall,FL,25.6697,-80.3556,75312,,
635,Baldwin Park,CA,34.0829,-117.9721,75251,,
636,Rancho Cordova,CA,38.574,-121.2523,75087,,
637,Conway,AR,35.0754,-92.4694,74951,,
638,Gary,IN,41.5906,-87.3472,74879,,
639,Altoona,PA,40.5082,-78.4007,74829,,
640,Lodi,CA,38.1218,-121.2932,74773,,
641,Arlington Heights,IL,42.0955,-87.9825,74760,,
642,Bolingbrook,IL,41.6903,-88.1019,74545,,
643,Rochester Hills,MI,42.6645,-83.1563,74516,,
644,Winchester,VA,39.1735,-78.1746,74417,,
645,Framingham,MA,42.3085,-71.4368,74416,,
646,Hilton Head Island,SC,32.1896,-80.7499,74139,HHH,0.06343023431140665
647,Centreville,VA,38.8391,-77.4388,74125,,
648,Union City,CA,37.603,-122.0187,74107,,
649,Owensboro,KY,37.7574,-87.1173,74068,OWB,0.04738927736714263
650,Jackson,TN,35.6535,-88.8353,74065,,
651,Cleveland,TN,35.1817,-84.8707,73596,,
652,Wausau,WI,44.962,-89.6459,73593,RHI,0.6892974910734317
653,Camden,NJ,39.9362,-75.1073,73562,,
654,Anniston,AL,33.6712,-85.8136,73501,,
655,Evanston,IL,42.0463,-87.6942,73473,,
656,Apple Valley,CA,34.5328,-117.2104,73453,,
657,Mansfield,OH,40.7656,-82.5275,73326,,
658,Caguas,PR,18.2319,-66.0388,73322,,
659,Schaumburg,IL,42.0307,-88.0838,72887,,
660,Pocatello,ID,42.8724,-112.4646,72878,,
661,Woodbury,MN,44.9056,-92.923,72828,,
662,Southfield,MI,42.4765,-83.2605,72689,,
663,Ellicott City,MD,39.2773,-76.8344,72665,,
664,Dale City,VA,38.6473,-77.3459,72627,,
665,Maple Grove,MN,45.1089,-93.4626,72622,,
666,Pittsburg,CA,38.0182,-121.8964,72588,,
667,New Britain,CT,41.6758,-72.7862,72495,,
668,Morgantown,WV,39.638,-79.9468,72458,,
669,Mansfield,TX,32.569,-97.1211,72419,,
670,Hammond,LA,30.5061,-90.4563,72413,,
671,Dothan,AL,31.2335,-85.4069,72396,DHN,0.09149148248575564
672,Harrisonburg,VA,38.4361,-78.8735,72386,SHD,0.17389580559450266
673,Wenatchee,WA,47.4356,-120.3283,72350,,
674,Waukesha,WI,43.0087,-88.2464,72299,,
675,Pawtucket,RI,41.8744,-71.3743,72117,,
676,Redmond,WA,47.6762,-122.1169,71929,,
677,Lauderhill,FL,26.1605,-80.2242,71868,,
678,Sumter,SC,33.9392,-80.393,71518,,
679,Redlands,CA,34.0511,-117.1712,71513,,
680,Daphne,AL,30.6286,-87.8866,71484,,
681,Mount Vernon,WA,48.4202,-122.3115,71422,,
682,Weston,FL,26.1006,-80.4054,71166,,
683,St. Charles,MO,38.7954,-90.5157,71028,,
684,Janesville,WI,42.6855,-89.0136,70755,,
685,Sherman,TX,33.6274,-96.6218,70704,,
686,North Richland Hills,TX,32.8605,-97.218,70670,,
687,Broomfield,CO,39.9541,-105.0527,70465,,
688,El Paso de Robles,CA,35.6394,-120.656,70248,,
689,Bristol,TN,36.5572,-82.2154,70243,,
690,Wilmington,DE,39.7415,-75.5413,70166,,
691,Casas Adobes,AZ,32.3423,-111.0114,70166,,
692,Walnut Creek,CA,37.9024,-122.0398,70166,,
693,Poinciana,FL,28.1217,-81.482,69955,,
694,Lynwood,CA,33.924,-118.2017,69887,,
695,Glen Burnie,MD,39.1559,-76.6072,69872,,
696,Lehi,UT,40.4136,-111.8726,69724,,
697,Passaic,NJ,40.8574,-74.1282,69703,,
698,Homestead,FL,25.4665,-80.4472,69523,,
699,West Bend,WI,43.4184,-88.1824,69504,,
700,Delray Beach,FL,26.455,-80.0905,69451,,
701,Sheboygan,WI,43.7403,-87.7316,69393,,
702,Lake Elsinore,CA,33.6847,-117.3344,69283,,
703,Daytona Beach,FL,29.1994,-81.0982,69186,DAB,0.04296582658929031
704,Los Lunas,NM,34.8115,-106.7803,69020,,
705,Lima,OH,40.741,-84.1121,68878,,
706,Decatur,AL,34.573,-86.9906,68867,,
707,Rocklin,CA,38.8075,-121.2488,68823,,
708,Rogers,AR,36.3172,-94.1526,68669,,
709,Castle Rock,CO,39.3763,-104.8535,68484,,
710,Hanover,PA,39.8117,-76.9835,68165,,
711,Bossier City,LA,32.5227,-93.6666,68159,,
712,Dubuque,IA,42.5008,-90.7067,68109,,
713,Rockville,MD,39.0834,-77.1552,68079,,
714,Victoria,TX,28.8285,-96.985,68078,,
715,Saratoga Springs,NY,43.0674,-73.7775,68028,,
716,Guaynabo,PR,18.3839,-66.1134,68024,,
717,Gaithersburg,MD,39.1346,-77.2132,67985,,
718,Union City,NJ,40.7674,-74.0323,67982,,
719,Ames,IA,42.0259,-93.6215,67910,,
720,West Des Moines,IA,41.5522,-93.7805,67899,,
721,South San Francisco,CA,37.6536,-122.4197,67789,,
722,Yorba Linda,CA,33.889,-117.7714,67644,,
723,Casper,WY,42.842,-106.3207,67598,CPR,0.15441115690898555
724,Palatine,IL,42.1181,-88.043,67482,,
725,Corvallis,OR,44.5697,-123.278,67467,,
726,Ankeny,IA,41.7285,-93.6033,67355,,
727,Mount Vernon,NY,40.9136,-73.8291,67345,,
728,Rowlett,TX,32.9157,-96.5488,67339,,
729,Lakeville,MN,44.6774,-93.252,67317,,
730,Alpharetta,GA,34.0704,-84.2739,67213,,
731,Longview,WA,46.1461,-122.9629,67081,,
732,DeKalb,IL,41.9313,-88.7482,66959,,
733,Petaluma,CA,38.2423,-122.6267,66929,,
734,Redondo Beach,CA,33.8574,-118.3766,66749,,
735,Tamarac,FL,26.2056,-80.2542,66721,,
736,Laguna Niguel,CA,33.5275,-117.705,66385,,
737,Eagan,MN,44.8169,-93.1638,66372,,
738,Kenner,LA,30.0109,-90.2549,66340,MSY,0.020277187286700537
739,Bay City,MI,43.5903,-83.8886,66107,,
740,North Little Rock,AR,34.7808,-92.2371,65903,LIT,0.05242256921994595
741,Sammamish,WA,47.6017,-122.0416,65892,,
742,Shawnee,KS,39.0158,-94.8076,65807,,
743,Jupiter,FL,26.9199,-80.1128,65791,,
744,Doral,FL,25.8151,-80.3565,65741,,
745,Florence-Graham,CA,33.9682,-118.2447,65716,,
746,Carbondale,IL,37.7221,-89.2238,65671,,
747,Blaine,MN,45.1696,-93.2077,65607,,
748,Weirton,WV,40.406,-80.5671,65578,,
749,Tulare,CA,36.1996,-119.34,65496,,
750,Wellington,FL,26.6461,-80.2699,65398,,
751,Pflugerville,TX,30.452,-97.6022,65380,,
752,Palo Alto,CA,37.3913,-122.1468,65364,,
753,Schenectady,NY,42.8025,-73.9276,65273,,
754,Great Falls,MT,47.5022,-111.2995,65131,GTF,0.06043055879744024
755,Michigan City,IN,41.7099,-86.8705,65058,,
756,Bayonne,NJ,40.6661,-74.1141,64897,,
757,Eden Prairie,MN,44.8488,-93.4595,64893,,
758,Port Orange,FL,29.1084,-81.0137,64842,,
759,Dublin,CA,37.7161,-121.8963,64826,,
760,Grand Forks,ND,47.9218,-97.0886,64748,GFK,0.09046766297965006
761,Noblesville,IN,40.0354,-86.0042,64668,,
762,San Clemente,CA,33.4498,-117.6103,64558,,
763,Brentwood,CA,37.9355,-121.7191,64474,,
764,Carmichael,CA,38.6337,-121.323,64454,,
765,East Orange,NJ,40.7651,-74.2117,64367,,
766,Eastvale,CA,33.9617,-117.5802,64157,,
767,Chapel Hill,NC,35.927,-79.0391,64051,,
768,Rocky Mount,NC,35.9676,-77.8048,64018,,
769,Haverhill,MA,42.7838,-71.0871,64014,,
770,Beloit,WI,42.523,-89.0184,63762,,
771,Glens Falls,NY,43.3109,-73.6459,63499,,
772,Brentwood,NY,40.7839,-73.2522,63399,,
773,Fairbanks,AK,64.8353,-147.6534,63245,,
774,Springfield,OR,44.0538,-122.981,63230,,
775,Bethesda,MD,38.9866,-77.1188,63195,,
776,Johnstown,PA,40.3258,-78.9193,63141,,
777,Dundalk,MD,39.2703,-76.4942,63015,,
778,Castro Valley,CA,37.7091,-122.0631,63013,,
779,Coon Rapids,MN,45.1755,-93.3095,62998,,
780,Elmira,NY,42.0938,-76.8097,62989,ELM,0.10658326203531894
781,Mankato,MN,44.1712,-93.9773,62889,,
782,Albany,OR,44.6274,-123.0966,62880,,
783,North Miami,FL,25.9007,-80.1686,62822,,
784,Encinitas,CA,33.049,-117.2613,62709,,
785,Skokie,IL,42.0359,-87.74,62700,,
786,Leander,TX,30.5728,-97.8618,62608,,
787,Parkersburg,WV,39.2624,-81.542,62566,,
788,Waltham,MA,42.3889,-71.2423,62495,BED,0.08659894725463048
789,Port Charlotte,FL,26.9918,-82.114,62327,,
790,Palm Harbor,FL,28.0847,-82.7481,62310,,
791,San Luis Obispo,CA,35.2669,-120.6691,62290,SBP,0.03992075791377092
792,Sebring,FL,27.477,-81.453,62250,,
793,Council Bluffs,IA,41.2369,-95.8517,62166,OMA,0.07748278336882836
794,Hamilton,OH,39.3938,-84.5653,62082,,
795,Moore,OK,35.3293,-97.4758,62055,,
796,Pico Rivera,CA,33.9902,-118.0888,62027,,
797,Casa Grande,AZ,32.9068,-111.7624,61966,,
798,Monessen,PA,40.1519,-79.8828,61960,,
799,Montebello,CA,34.0155,-118.1108,61954,,
800,Rome,GA,34.2661,-85.1862,61537,,
801,The Hammocks,FL,25.67,-80.4483,61516,,
802,Millcreek,UT,40.6892,-111.8291,61450,,
803,Sanford,FL,28.7893,-81.276,61448,SFB,0.0437993250005054
804,National City,CA,32.6654,-117.0983,61394,,
805,Mayagüez,PR,18.2003,-67.1397,61361,,
806,Burnsville,MN,44.7648,-93.2795,61339,,
807,Coconut Creek,FL,26.2803,-80.1842,61248,,
808,Morristown,TN,36.2046,-83.3006,61171,,
809,Reston,VA,38.9497,-77.3461,61147,,
810,Lakewood,WA,47.1628,-122.5299,61037,,
811,Spring,TX,30.0613,-95.383,60976,,
812,Gadsden,AL,34.009,-86.0156,60944,,
813,Taylor,MI,42.226,-83.2688,60922,,
814,Novi,MI,42.4786,-83.4893,60896,,
815,Marietta,GA,33.9533,-84.5422,60867,,
816,Hot Springs,AR,34.4892,-93.0501,60767,,
817,Woodland,CA,38.6712,-121.75,60598,,
818,Fountainebleau,FL,25.7723,-80.3458,60547,,
819,La Habra,CA,33.9278,-117.9513,60513,,
820,Malden,MA,42.4305,-71.0576,60470,,
821,South Whittier,CA,33.9336,-118.0311,60357,,
822,Commerce City,CO,39.8642,-104.8434,60336,,
823,South Hill,WA,47.1203,-122.2848,60172,,
824,Bristol,CT,41.6812,-72.9407,59947,,
825,Columbus,IN,39.2093,-85.9183,59897,,
826,West Allis,WI,43.0068,-88.0296,59890,,
827,Taylorsville,UT,40.657,-111.9493,59805,,
828,Bangor,ME,44.8322,-68.7906,59772,BGR,0.035329153244313745
829,Monterey Park,CA,34.0497,-118.1326,59669,,
830,Greenwood,IN,39.6019,-86.1073,59458,,
831,Bartlett,TN,35.2337,-89.8195,59440,,
832,Bradenton,FL,27.49,-82.5739,59439,,
833,Pontiac,MI,42.6493,-83.2878,59438,,
834,Staunton,VA,38.1593,-79.0611,59433,,
835,Meriden,CT,41.5367,-72.7944,59395,,
836,Gardena,CA,33.8944,-118.3073,59329,,
837,Apex,NC,35.7239,-78.8728,59300,,
838,Royal Oak,MI,42.5084,-83.1539,59277,,
839,Cupertino,CA,37.3168,-122.0465,59276,,
840,La Mesa,CA,32.7703,-117.0204,59249,,
841,Benton Harbor,MI,42.1159,-86.4488,59216,,
842,St. Clair Shores,MI,42.4921,-82.8957,58984,,
843,Des Plaines,IL,42.0345,-87.9009,58899,,
844,Lewiston,ME,44.0915,-70.1681,58802,,
845,Margate,FL,26.2466,-80.2119,58796,,
846,Midland,MI,43.6241,-84.2319,58787,MBS,0.1724671577593818
847,Carson City,NV,39.1512,-119.7474,58756,,
848,Bowie,MD,38.9569,-76.7409,58643,,
849,Middletown,NY,41.4459,-74.4236,58592,,
850,Caldwell,ID,43.6453,-116.6591,58481,,
851,San Rafael,CA,37.9905,-122.5222,58440,,
852,Richland,WA,46.2824,-119.2938,58225,,
853,St. Peters,MO,38.7824,-90.6061,58212,,
854,Wesley Chapel,FL,28.2106,-82.3238,58208,,
855,Hendersonville,TN,36.3063,-86.5998,58113,,
856,White Plains,NY,41.022,-73.7549,58109,,
857,Huntersville,NC,35.4058,-80.8727,58098,,
858,Santee,CA,32.8554,-116.9851,58081,,
859,Jefferson City,MO,38.5676,-92.1759,58025,,
860,Beckley,WV,37.7878,-81.1841,57942,,
861,Arcadia,CA,34.1342,-118.0373,57939,,
862,Titusville,FL,28.5727,-80.8193,57891,,
863,Cartersville,GA,34.1639,-84.8007,57873,,
864,Walla Walla,WA,46.067,-118.3366,57860,,
865,Orland Park,IL,41.6074,-87.8619,57857,,
866,Towson,MD,39.3944,-76.619,57817,,
867,Weymouth,MA,42.1984,-70.9466,57746,,
868,Parker,CO,39.5084,-104.7753,57706,,
869,Palm Beach Gardens,FL,26.8466,-80.1679,57704,,
870,Bozeman,MT,45.6832,-111.0552,57695,,
871,East Stroudsburg,PA,41.0023,-75.1779,57577,,
872,Huntington Park,CA,33.98,-118.2167,57509,,
873,Taunton,MA,41.9036,-71.0943,57464,,
874,Midwest City,OK,35.463,-97.3709,57407,,
875,Medford,MA,42.4234,-71.1087,57341,,
876,Goldsboro,NC,35.3778,-77.972,57278,,
877,Euless,TX,32.8508,-97.0799,57197,,
878,Manhattan,KS,39.1886,-96.6046,57046,,
879,Shoreline,WA,47.7564,-122.3426,57027,,
880,Lake Havasu City,AZ,34.5006,-114.3113,56820,,
881,Smyrna,GA,33.8633,-84.5168,56666,,
882,Cape Girardeau,MO,37.3108,-89.5597,56551,,
883,Tamiami,FL,25.7556,-80.4016,56225,,
884,Kendale Lakes,FL,25.7081,-80.4078,56182,,
885,Grants Pass,OR,42.4333,-123.3317,55837,,
886,Blue Springs,MO,39.0124,-94.2721,55829,,
887,Southaven,MS,34.9514,-89.9787,55780,,
888,Tinley Park,IL,41.567,-87.805,55773,,
889,Diamond Bar,CA,33.9991,-117.8161,55720,,
890,Pittsfield,MA,42.4517,-73.2605,55697,,
891,Eagle Pass,TX,28.7125,-100.484,55686,,
892,New Brunswick,NJ,40.487,-74.445,55676,,
893,Lenexa,KS,38.9609,-94.8018,55625,,
894,Hazleton,PA,40.9504,-75.9724,55604,,
895,Twin Falls,ID,42.5645,-114.4615,55556,TWF,0.08440612117856788
896,Brookhaven,GA,33.8744,-84.3314,55554,,
897,Novato,CA,38.092,-122.5576,55516,,
898,Tigard,OR,45.4237,-122.7845,55514,,
899,Highland,CA,34.1113,-117.1654,55417,,
900,Fountain Valley,CA,33.7105,-117.9514,55357,,
901,Dearborn Heights,MI,42.3164,-83.2769,55353,,
902,Grapevine,TX,32.9343,-97.0744,55281,DFW,0.04847713669194817
903,Fond du Lac,WI,43.7718,-88.4396,55209,,
904,Hacienda Heights,CA,33.997,-117.9728,55188,,
905,Ithaca,NY,42.4442,-76.5032,55137,ITH,0.06477589742365784
906,Apple Valley,MN,44.7457,-93.2006,55135,,
907,Chicopee,MA,42.1764,-72.5719,55126,,
908,Oak Lawn,IL,41.7139,-87.7528,55022,,
909,Cathedral City,CA,33.8363,-116.4642,55007,,
910,Delano,CA,35.767,-119.2637,54917,,
911,Bentonville,AR,36.3546,-94.2306,54909,,
912,Stonecrest,GA,33.6842,-84.1372,54903,,
913,Kettering,OH,39.6957,-84.1495,54855,,
914,Colton,CA,34.0538,-117.3254,54824,,
915,Kingston,NY,41.9295,-73.9968,54791,,
916,West Haven,CT,41.2739,-72.9672,54620,,
917,St. Cloud,FL,28.2294,-81.2829,54579,,
918,Normal,IL,40.5218,-88.9881,54469,,
919,Berwyn,IL,41.8433,-87.7909,54391,,
920,Milford,CT,41.2256,-73.0616,54328,,
921,Aloha,OR,45.492,-122.8726,54287,,
922,Arroyo Grande,CA,35.1241,-120.5845,54177,,
923,Minnetonka,MN,44.9322,-93.4598,54064,,
924,Rosemead,CA,34.0689,-118.0823,54058,,
925,Paramount,CA,33.8976,-118.1652,53955,,
926,Yucaipa,CA,34.0336,-117.0429,53921,,
927,Brunswick,GA,31.145,-81.474,53914,BQK,0.11006162982084117
928,Williamsport,PA,41.2398,-77.0371,53861,IPT,0.11841237276568861
929,Elyria,OH,41.3761,-82.1063,53757,,
930,Leesburg,VA,39.1058,-77.5544,53727,,
931,Mount Prospect,IL,42.0641,-87.9375,53719,,
932,Pinellas Park,FL,27.8589,-82.7078,53637,PIE,0.05649547166650076
933,Bellevue,NE,41.1535,-95.9357,53544,,
934,West Sacramento,CA,38.5557,-121.5504,53519,SMF,0.14491923989657235
935,Apopka,FL,28.7014,-81.5304,53447,,
936,Lewiston,ID,46.3934,-116.9934,53384,LWS,0.023989940592261557
937,Grand Island,NE,40.9214,-98.3584,53296,GRI,0.06235452930606159
938,Palm Desert,CA,33.7378,-116.3695,53275,,
939,Milford city ,CT,41.2256,-73.0625,53195,,
940,Watertown,NY,43.9734,-75.9094,53163,ART,0.11579830426032882
941,Little Elm,TX,33.1856,-96.929,53126,,
942,Chambersburg,PA,39.9315,-77.6556,53083,,
943,Revere,MA,42.4192,-71.0036,53073,,
944,Peabody,MA,42.5335,-70.9724,53070,,
945,Wylie,TX,33.0362,-96.5161,53067,,
946,Beaufort,SC,32.4597,-80.7235,53051,,
947,Aspen Hill,MD,39.0928,-77.0823,53049,,
948,DeSoto,TX,32.5992,-96.8633,52988,,
949,Helena,MT,46.5965,-112.0202,52936,HLN,0.03270271493882647
950,Edina,MN,44.8914,-93.3602,52857,,
951,Wheaton,IL,41.8561,-88.1083,52745,,
952,West New York,NJ,40.7856,-74.0093,52723,,
953,Hoboken,NJ,40.7453,-74.0279,52677,,
954,Lacey,WA,47.046,-122.7934,52592,,
955,Summerville,SC,33.0015,-80.1799,52549,,
956,Oak Park,IL,41.8872,-87.7899,52381,,
957,Maricopa,AZ,33.0404,-112.0006,52127,,
958,Lompoc,CA,34.6618,-120.4714,52020,,
959,Kentwood,MI,42.8852,-85.5925,51898,GRR,0.06827535619277181
960,Levittown,PA,40.1537,-74.853,51818,,
961,Sierra Vista,AZ,31.563,-110.3153,51731,,
962,Levittown,NY,40.7241,-73.5125,51634,,
963,Madison,AL,34.7114,-86.7626,51593,HSV,0.0722625641976535
964,Smyrna,TN,35.9722,-86.5253,51586,,
965,Glendora,CA,34.1449,-117.8468,51544,,
966,Burien,WA,47.4762,-122.3394,51500,,
967,Perth Amboy,NJ,40.5203,-74.2724,51390,,
968,Herriman,UT,40.4899,-112.0171,51348,,
969,Farmington,NM,36.7555,-108.1823,51309,,
970,New Bern,NC,35.0955,-77.0723,51308,EWN,0.0371982681061969
971,Placentia,CA,33.8807,-117.8553,51233,,
972,Hinesville,GA,31.8247,-81.6135,51206,,
973,Beaumont,CA,33.9076,-116.9766,51063,,
974,Collierville,TN,35.0471,-89.6988,51040,,
975,West Lafayette,IN,40.4432,-86.9239,50996,,
976,Florissant,MO,38.7996,-90.3269,50952,,
977,Hoffman Estates,IL,42.0639,-88.1468,50932,,
