city,state_id,latitude,longitude,population,station,distance
Trenton,MO,40.0819,-93.603,5763,USC00238444,0.005622277
North Manchester,IN,41.0044,-85.775,5747,USC00126420,0.010800463
Sinton,TX,28.0392,-97.5154,5738,USC00418354,0.08181847
South Tucson,AZ,32.1955,-110.9692,5715,USW00023160,0.06524196
Grafton,WV,39.3409,-80.0161,5714,USC00468986,0.030719105
Ulysses,KS,37.5774,-101.3549,5711,USC00148287,0.067547317
Lewisburg,PA,40.9642,-76.8901,5708,USC00364976,0.020394166
Belle Fourche,SD,44.6642,-103.8564,5702,USC00390565,0.335354216
Princeton,WV,37.3689,-81.0961,5675,USC00467207,0.021490996
Philomath,OR,44.5422,-123.3599,5666,USC00351877,0.103518163
Hartford City,IN,40.4537,-85.3736,5660,USC00123777,0.086437781
Wayne,NE,42.2379,-97.01,5660,USC00259045,0.001969772
Corydon,IN,38.213,-86.1257,5645,USC00121814,0.008930845
Zephyrhills South,FL,28.2152,-82.1886,5637,USC00083986,0.078650429
Alva,OK,36.7892,-98.6648,5628,USC00340198,0.092609013
Milton,WI,42.7751,-88.943,5627,USC00475473,0.004812151
Willow Springs,IL,41.7332,-87.8859,5621,USC00115110,0.026016341
Lake Delton,WI,43.5932,-89.7842,5609,USC00479319,0.025067511
Bowling Green,MO,39.3447,-91.2032,5608,USC00230856,0.032221491
Blaine,WA,48.9839,-122.7414,5607,USC00450729,0.051697679
Rusk,TX,31.7978,-95.1491,5602,USC00417841,0.013112589
Semmes,AL,30.7941,-88.2358,5594,USW00013894,0.106398123
Marlin,TX,31.3085,-96.8934,5581,USC00415611,0.017030802
New Carlisle,OH,39.9446,-84.0257,5568,USC00335786,0.014773287
Slinger,WI,43.3318,-88.2799,5565,USC00477796,0.018324912
Frankenmuth,MI,43.3321,-83.7395,5560,USC00202955,0.026624237
Preston,ID,42.0989,-111.8799,5557,USC00107346,0.006216912
Leadville,CO,39.2473,-106.2934,5554,USC00058501,0.163459749
Taylorsville,NC,35.9175,-81.1754,5544,USC00318519,0.006280127
Anamosa,IA,42.1091,-91.2758,5537,USC00130214,0.041651531
Weldon Spring,MO,38.7118,-90.6513,5533,USC00231932,0.019392169
Falcon Heights,MN,44.9899,-93.177,5528,USC00218450,0.002965215
Atlanta,TX,33.1136,-94.1672,5526,USC00410408,0.010855874
Yosemite Lakes,CA,37.1885,-119.7723,5524,USC00047270,0.137908267
Germantown,OH,39.6324,-84.3645,5519,USC00333120,0.03718454
Santa Teresa,NM,31.8701,-106.6714,5515,USC00298127,0.026726766
Carlinville,IL,39.2774,-89.8761,5514,USC00111280,0.012467959
Elberton,GA,34.1064,-82.8705,5512,USC00093060,0.03778108
Holdenville,OK,35.0836,-96.4004,5501,USC00344236,0.046236025
Swartz Creek,MI,42.9626,-83.826,5501,USW00014826,0.07615812
Mena,AR,34.5812,-94.2369,5490,USC00034756,0.055664172
Kalaheo,HI,21.9159,-159.5236,5487,USC00519955,0.024462625
Manteo,NC,35.9013,-75.661,5482,USW00013766,0.044348281
Breckenridge,TX,32.7566,-98.9125,5478,USC00411042,0.012742449
Sparta,TN,35.9347,-85.4726,5476,USC00408522,0.028111386
Indian Wells,CA,33.7036,-116.3396,5470,USC00042327,0.06389194
New Holland,PA,40.1008,-76.09,5464,USC00366238,0.031537776
Pana,IL,39.3828,-89.0642,5463,USC00116579,0.026552966
Colby,KS,39.3843,-101.0459,5445,USC00141699,0.024418026
Centerville,IA,40.7294,-92.8718,5445,USC00131354,0.018346934
Springhill,LA,33.0019,-93.4613,5444,USC00168683,0.021779348
Eaton Rapids,MI,42.5092,-84.653,5439,USC00202437,0.008845903
Black River Falls,WI,44.2981,-90.842,5430,USC00470855,0.014144964
Honeoye Falls,NY,42.9557,-77.5903,5428,USC00309089,0.090691234
Rockwood,TN,35.8693,-84.6731,5425,USC00407834,0.038289685
Waynesboro,GA,33.0909,-82.0146,5422,USC00099194,0.020931663
Batesburg-Leesville,SC,33.9125,-81.5313,5415,USC00380506,0.014629081
Denver City,TX,32.968,-102.8318,5413,USC00412408,0.011628413
Chadron,NE,42.826,-103.0025,5412,USW00024017,0.096232859
Holdrege,NE,40.4395,-99.3773,5408,USC00253910,0.012637247
Salamanca,NY,42.1631,-78.7233,5402,USC00300093,0.068123417
Algona,IA,43.0743,-94.2302,5397,USC00130133,0.011370277
Centerport,NY,40.8943,-73.3714,5394,USC00301309,0.010980829
Pinckneyville,IL,38.0851,-89.3718,5393,USC00116779,0.016383528
Smiths Station,AL,32.5284,-85.096,5391,USC00096148,0.083044627
Manitou Springs,CO,38.8576,-104.9128,5390,USC00057309,0.063450453
Berlin,WI,43.9704,-88.9505,5385,USC00470742,0.021764209
Cleveland,GA,34.5971,-83.7621,5372,USC00092006,0.011795338
Estacada,OR,45.2987,-122.3338,5368,USC00352693,0.033788164
Clarinda,IA,40.738,-95.034,5366,USC00131533,0.020173497
James City,NC,35.0592,-77.02,5354,USW00093719,0.029298712
Port LaBelle,FL,26.7493,-81.3876,5348,USC00086657,0.092489999
Travelers Rest,SC,34.9684,-82.4417,5346,USC00388706,0.044741366
Rincon Valley,AZ,32.1101,-110.6889,5346,USC00028998,0.039294783
Macon,MO,39.7424,-92.4712,5341,USC00235050,0.036217399
Edgewater,CO,39.7507,-105.0626,5335,USC00052223,0.058025061
Morris,MN,45.5856,-95.9048,5333,USC00215638,0.030632336
Uhrichsville,OH,40.4005,-81.3515,5314,USC00332160,0.00948736
Fairport,NY,43.099,-77.4427,5305,USC00309049,0.152940054
Hightstown,NJ,40.2686,-74.5253,5304,USC00283951,0.038932775
Brady,TX,31.1322,-99.3697,5302,USC00411017,0.023905215
Bulverde,TX,29.7744,-98.4364,5300,USC00411215,0.039457952
Waynesville,MO,37.8207,-92.22,5295,USC00238777,0.013859906
Orange,VA,38.2486,-78.1127,5291,USC00446712,0.02421911
Big Bear Lake,CA,34.2429,-116.8951,5279,USC00040741,0.021900228
Titusville,PA,41.6273,-79.6699,5279,USC00368888,0.023430792
Grayson,KY,38.3317,-82.9371,5277,USC00158432,0.182042826
Red Oak,IA,41.0141,-95.2248,5276,USC00136940,0.02006639
Wadesboro,NC,34.9645,-80.0746,5275,USC00318964,0.006341546
Hawkinsville,GA,32.2964,-83.4814,5270,USC00094170,0.017980545
Giddings,TX,30.1833,-96.9279,5254,USC00413525,0.068610932
Calistoga,CA,38.5818,-122.5824,5247,USC00041312,0.006573013
Osceola,IA,41.0302,-93.7829,5242,USC00136316,0.034437334
Bisbee,AZ,31.4126,-109.9179,5225,USC00020775,0.036562549
Chisago City,MN,45.3474,-92.9116,5224,USC00212881,0.020542293
Williamsville,NY,42.9623,-78.7418,5220,USW00014733,0.023046258
Center,TX,31.793,-94.1796,5215,USC00411578,0.077920006
Farmers Loop,AK,64.9061,-147.6957,5214,USC00500490,0.057110594
Aberdeen,MS,33.8287,-88.5539,5205,USC00220021,0.03262591
Hutchinson Island South,FL,27.3243,-80.2425,5204,USC00086092,0.042243911
Williamston,NC,35.8468,-77.0655,5202,USC00319440,0.035429084
Ravena,NY,42.4755,-73.8113,5202,USC00300063,0.115545662
West Wendover,NV,40.7407,-114.0783,5197,USC00269005,0.260637853
DeWitt,IA,41.8227,-90.5448,5192,USC00132235,0.012653063
Paulden,AZ,34.8899,-112.4938,5189,USC00029158,0.318201273
Mount Olive,NC,35.1997,-78.0662,5183,USC00315930,0.098995855
Broadmoor,CA,37.6914,-122.4811,5170,USC00047767,0.043822026
Lake City,MN,44.4453,-92.2796,5162,USC00214438,0.009004999
Erwin,NC,35.3226,-78.6734,5156,USC00312500,0.014522217
Ottawa,OH,41.0203,-84.0354,5147,USC00336342,0.022441479
Colville,WA,48.5454,-117.8986,5135,USC00451630,0.043144827
Sergeant Bluff,IA,42.3976,-96.3517,5127,USW00014943,0.028401699
Lone Grove,OK,34.1809,-97.2559,5121,USC00340312,0.072079163
Post,TX,33.1911,-101.3814,5115,USC00417206,0.010117806
Bowie,TX,33.5566,-97.844,5114,USC00410984,0.006363175
Carmi,IL,38.0863,-88.1718,5111,USC00111302,0.01564257
Scott City,MO,37.2243,-89.536,5104,USW00003935,0.042565538
Highland Lakes,NJ,41.1716,-74.4643,5098,USC00283706,0.009631448
Four Corners,MT,45.6704,-111.178,5084,USC00241047,0.023433736
Sheldon,IA,43.1796,-95.8441,5082,USC00137594,0.009141646
North Fond du Lac,WI,43.8107,-88.4861,5081,USW00004840,0.041452765
Vinton,IA,42.1631,-92.026,5075,USC00138568,0.02155203
Massac,KY,37.0335,-88.6859,5064,USC00158555,0.093237814
Munroe Falls,OH,41.1386,-81.4344,5063,USC00338062,0.016324828
Iowa Falls,IA,42.519,-93.2662,5059,USC00134142,0.012601587
Roseburg North,OR,43.2653,-123.3025,5059,USC00359461,0.0539812
Gretna,NE,41.1319,-96.2447,5058,USC00253467,0.005500954
Sulphur,OK,34.4977,-96.9899,5043,USC00348570,0.078812698
Amelia,OH,39.0229,-84.2184,5039,USC00330140,0.001603122
Terryville,CT,41.6784,-73.0064,5030,USC00068330,0.055579223
La Crescent,MN,43.8299,-91.3043,5029,USC00214418,0.036250931
Worland,WY,44.0026,-107.9543,5024,USW00024062,0.037449539
Stafford Springs,CT,41.9595,-72.3105,5023,USC00067958,0.063271004
Doney Park,AZ,35.2687,-111.5053,5021,USC00029542,0.289461586
Muleshoe,TX,34.2292,-102.7284,5019,USC00416135,0.010944647
Hawaiian Ocean View,HI,19.0959,-155.775,5011,USC00518652,0.025536836
West Sayville,NY,40.7294,-73.105,5010,USC00302151,0.016447796
Mullins,SC,34.2042,-79.2535,5010,USC00386114,0.011650322
Hoopeston,IL,40.4608,-87.6635,5009,USC00114198,0.022314121
Greenfield,OH,39.3535,-83.3884,5008,USC00333356,0.01661716
Dwight,IL,41.0987,-88.424,5005,USC00112500,0.015448625
South Barrington,IL,42.0881,-88.158,4996,USC00110442,0.027832535
Milan,IL,41.4415,-90.5593,4991,USW00014923,0.036266763
Concordia,KS,39.5669,-97.6466,4987,USW00013984,0.016176705
Manchester,IA,42.4854,-91.4556,4986,USC00135086,0.012839003
Redwood Falls,MN,44.5471,-95.1031,4963,USW00014992,0.022710159
Adairsville,GA,34.3708,-84.9211,4963,USC00090044,0.091493005
Jonesboro,GA,33.5212,-84.3541,4962,USC00094700,0.010007997
Polk City,IA,41.7773,-93.7132,4961,USC00132209,0.042007737
Kingsford,MI,45.8061,-88.0994,4951,USC00204090,0.025420071
Westlake,LA,30.2606,-93.2638,4951,USC00165074,0.04562324
Fairfield,IL,38.3799,-88.3724,4936,USC00112931,0.046103904
Bolivar,TN,35.2645,-89.0118,4936,USC00400876,0.022816222
Kanab,UT,37.0262,-112.5219,4931,USC00424508,0.014382489
Long View,NC,35.7217,-81.3858,4930,USW00003810,0.020657323
Sheridan,AR,34.2995,-92.4226,4929,USC00036562,0.031292172
Salem,MO,37.6399,-91.5346,4919,USC00237506,0.006211385
Buena Vista,CO,38.832,-106.1386,4910,USC00051071,0.013257451
Kingfisher,OK,35.8439,-97.9381,4908,USC00344861,0.016686821
Mount Pleasant,TN,35.5484,-87.1872,4897,USC00406340,0.017177311
Big Pine Key,FL,24.6892,-81.3676,4896,USC00080414,0.097732509
Smithville,TN,35.9584,-85.8211,4886,USC00408405,0.035922924
Benson,AZ,31.9157,-110.3257,4880,USC00024534,0.085735057
West Columbia,TX,29.1422,-95.649,4880,USC00419605,0.024203306
East Freehold,NJ,40.2718,-74.2425,4880,USC00283181,0.042647884
Chinle,AZ,36.1504,-109.5794,4879,USC00021248,0.040104987
New Lexington,OH,39.716,-82.208,4876,USC00335857,0.018754482
Cherokee,IA,42.7501,-95.5528,4869,USC00131442,0.016685922
Shenandoah,IA,40.7583,-95.372,4869,USC00137613,0.020390206
Tucumcari,NM,35.17,-103.7046,4867,USC00299156,0.035415392
Flora,IL,38.6689,-88.4759,4852,USC00113107,0.008358905
Luray,VA,38.665,-78.4546,4848,USC00445096,0.081907387
Whitehouse,OH,41.5215,-83.7957,4845,USW00094830,0.066260885
Perry,OK,36.2844,-97.3088,4837,USC00347012,0.019556329
Childersburg,AL,33.2961,-86.3457,4837,USC00011620,0.011400439
Porter,IN,41.6257,-87.0801,4834,USC00124244,0.009992562
Marseilles,IL,41.3099,-88.685,4834,USC00115372,0.070813699
Caro,MI,43.489,-83.4025,4821,USC00201299,0.011806778
Edgefield,SC,33.7871,-81.9292,4810,USC00382711,0.039020304
Waynesboro,MS,31.6773,-88.6353,4805,USC00229439,0.0356
Three Points,AZ,32.0596,-111.2866,4801,USC00020287,0.126001984
Nassau Village-Ratliff,FL,30.5109,-81.8088,4801,USW00013889,0.116114063
Schlusser,PA,40.2421,-77.1778,4794,USC00361920,0.020068097
Dillon,MT,45.2177,-112.6348,4794,USC00243707,0.447172445
Monticello,LA,30.4881,-91.0449,4774,USC00160558,0.03880116
New Boston,TX,33.4612,-94.4182,4768,USC00416270,0.011428473
Potosi,MO,37.9337,-90.775,4765,USC00236826,0.076429089
Weston,WV,39.0392,-80.4618,4764,USC00468522,0.036695705
Mount Plymouth,FL,28.8024,-81.535,4757,USC00087228,0.004022437
Shelbyville,IL,39.4096,-88.8005,4757,USC00117876,0.026654268
Dodgeville,WI,42.966,-90.1297,4757,USC00472173,0.01465722
Lake Sarasota,FL,27.2916,-82.437,4749,USC00086065,0.132186432
Madisonville,TX,30.9538,-95.9091,4746,USC00415477,0.018462123
Bloomfield,WI,42.5488,-88.352,4746,USC00476420,0.025289753
Rockwell,AR,34.4641,-93.1341,4744,USW00003962,0.032068505
Port Allen,LA,30.4456,-91.2098,4743,USC00167448,0.009964437
Manning,SC,33.6933,-80.2167,4735,USC00385493,0.018343936
Madill,OK,34.0867,-96.7741,4725,USC00345468,0.006158734
Headland,AL,31.3501,-85.3523,4712,USC00013761,0.017678235
Eldon,MO,38.3512,-92.5766,4706,USC00232503,0.005215295
Gladstone,MI,45.8522,-87.0356,4698,USC00206840,0.088409558
Mountain Grove,MO,37.1341,-92.266,4690,USC00235834,0.020525974
Cheboygan,MI,45.6415,-84.4685,4686,USC00201492,0.011432174
Sherman,IL,39.8876,-89.6066,4679,USC00117896,0.009602604
Mattituck,NY,41.0012,-72.5419,4676,USC00305142,0.034023194
North Braddock,PA,40.4023,-79.8533,4669,USC00360861,0.012316655
Bigfork,MT,48.0852,-114.0551,4668,USC00242104,0.129738776
Tuscola,IL,39.7967,-88.2749,4665,USC00118684,0.016289509
Carolina Shores,NC,33.9076,-78.5738,4659,USC00315116,0.106582175
Millis-Clicquot,MA,42.1648,-71.3544,4658,USC00198757,0.108370199
Paradise Hills,NM,35.1981,-106.7023,4656,USC00296754,0.059609144
Tulia,TX,34.5374,-101.7742,4655,USC00419175,0.016243152
West Elmira,NY,42.0879,-76.8473,4655,USC00302610,0.016476954
Jackson,AL,31.5318,-87.8915,4642,USC00014193,0.036778934
Kaplan,LA,30.006,-92.284,4639,USC00164775,0.011994165
Durand,MI,42.9127,-83.989,4633,USC00202328,0.014205633
Spruce Pine,NC,35.9104,-82.0731,4630,USC00318221,0.07413806
Edenton,NC,36.058,-76.6008,4614,USC00312635,0.064429807
Higginsville,MO,39.0653,-93.727,4609,USC00233838,0.021077239
Winnsboro,SC,34.3718,-81.0907,4607,USC00389327,0.00828734
Altavista,VA,37.1232,-79.2858,4603,USC00440166,0.015345683
Dundee,MI,41.9643,-83.6636,4601,USC00202308,0.017373831
Hollister,MO,36.6058,-93.2338,4592,USC00230887,0.074616462
Newport,NC,34.772,-76.8771,4591,USC00316096,0.004301163
Flemington,NJ,40.5087,-74.8599,4577,USC00283029,0.068808079
Kahaluu,HI,21.4576,-157.8453,4577,USC00519281,0.008241966
Buffalo,WY,44.3426,-106.7139,4575,USC00481165,0.018762137
North Kansas City,MO,39.1396,-94.5643,4571,USW00013988,0.027462312
Bridgeport,PA,40.1042,-75.3437,4570,USC00366370,0.008587508
Portola Valley,CA,37.3713,-122.2203,4568,USC00048273,0.067897644
Scottsville,KY,36.7521,-86.2018,4568,USC00157215,0.024811691
Benton,KY,36.8512,-88.3594,4563,USC00150611,0.024080075
Donora,PA,40.179,-79.8625,4562,USC00362190,0.01687513
Sullivan,IL,39.5954,-88.6085,4560,USC00118389,0.034603613
Castle Pines Village,CO,39.4418,-104.897,4553,USC00051401,0.032513536
Santa Ynez,CA,34.6151,-120.0944,4546,USC00041253,0.117501204
Oconto,WI,44.8918,-87.8692,4545,USC00476208,0.085710021
Dardanelle,AR,35.2263,-93.1649,4541,USC00031838,0.00831685
Wiggins,MS,30.8557,-89.1385,4541,USC00229639,0.023072928
Palacios,TX,28.7198,-96.235,4535,USW00012935,0.01919273
Paxton,IL,40.4563,-88.1021,4534,USC00116663,0.039537912
Negaunee,MI,46.497,-87.5968,4525,USW00094850,0.058751851
Wrightsboro,NC,34.2895,-77.9217,4525,USW00013748,0.031507893
Hancock,MI,47.1355,-88.5987,4506,USC00206780,0.019221082
Ogallala,NE,41.1292,-101.721,4497,USC00256200,0.001772005
Fremont,MI,43.463,-85.9541,4494,USC00203025,0.074500487
Ebensburg,PA,40.4884,-78.7264,4478,USC00362470,0.020767843
Williamstown,KY,38.6415,-84.5676,4473,USC00150202,0.031568655
Walhalla,SC,34.7705,-83.0615,4472,USC00388887,0.020999048
Goodland,KS,39.3489,-101.7142,4469,USW00023065,0.02789897
Huber Ridge,OH,40.0909,-82.9174,4468,USC00331777,0.038381506
Utqiagvik,AK,71.2728,-156.7575,4467,USC00500547,0.154094234
Oak Grove,TN,36.4223,-82.4293,4458,USW00013877,0.06488615
Beaufort,NC,34.7308,-76.6487,4452,USW00093765,0.008088294
East Merrimack,NH,42.867,-71.484,4449,USC00272302,0.147635226
La Verkin,UT,37.2308,-113.2523,4446,USC00424968,0.034006617
Mount Hood Village,OR,45.3433,-121.9832,4445,USC00358466,0.237807065
Pupukea,HI,21.6511,-158.0436,4443,USC00519603,0.017367786
Coquille,OR,43.1802,-124.1841,4439,USC00351836,0.01100717
Saukville,WI,43.3847,-87.9439,4433,USC00477581,0.010350121
Unalaska,AK,53.8984,-166.568,4432,USC00502587,0.02493291
Marlow,OK,34.6296,-97.9579,4420,USC00345581,0.021916432
Towanda,PA,41.7707,-76.4472,4417,USC00368905,0.020044949
California,MO,38.6304,-92.5667,4416,USC00231189,0.010454076
Ste. Genevieve,MO,37.9747,-90.0481,4416,USC00237414,0.027019289
Stock Island,FL,24.5658,-81.7351,4416,USW00012836,0.022092345
Viroqua,WI,43.5582,-90.8863,4402,USC00478827,0.010381715
St. James,MN,43.9832,-94.6249,4400,USC00217326,0.014512064
Ashdown,AR,33.6746,-94.1264,4400,USC00030286,0.061359677
Montoursville,PA,41.2472,-76.9184,4399,USW00014778,0.005399204
Samoset,FL,27.4752,-82.543,4399,USC00080945,0.050426283
Ely,NV,39.2649,-114.8709,4392,USW00023154,0.038935825
Hallsville,TX,32.5027,-94.57,4392,USC00413877,0.060631606
Clintonville,WI,44.6222,-88.7513,4391,USC00471676,0.003041381
Clarkdale,AZ,34.7503,-112.055,4391,USC00028904,0.035096011
Arabi,LA,29.9562,-89.9986,4387,USW00053917,0.097972505
Windom,MN,43.8736,-95.1201,4386,USC00219033,0.005403702
Nashville,AR,33.9418,-93.8516,4386,USC00035112,0.012532358
Jacksboro,TX,33.2256,-98.1594,4384,USC00414517,0.02128779
Caldwell,TX,30.5307,-96.7007,4373,USC00411314,0.0025
Camanche,IA,41.7928,-90.2766,4365,USC00131635,0.012841339
Deer Park,WA,47.9642,-117.4398,4364,USW00094119,0.014537871
Pacheco,CA,37.9878,-122.07,4361,USW00023254,0.017742742
Mauston,WI,43.7995,-90.0775,4355,USC00475178,0.020223748
Shallotte,NC,33.9759,-78.3807,4351,USC00317813,0.048388532
American Falls,ID,42.7828,-112.8541,4345,USC00100218,0.052941474
Brices Creek,NC,35.0505,-77.0844,4342,USC00316676,0.005316014
French Island,WI,43.8593,-91.2614,4341,USW00014920,0.021614775
Forks,WA,47.9528,-124.3904,4327,USW00094240,0.167919717
Wallace,NC,34.7379,-77.9909,4326,USC00319026,0.010089599
Larned,KS,38.1834,-99.1014,4313,USC00144531,0.010026724
Selmer,TN,35.1708,-88.5955,4291,USC00408160,0.007240166
Chatsworth,GA,34.7808,-84.7835,4290,USC00091863,0.029719522
Crane,TX,31.3919,-102.3503,4290,USC00412082,0.016995588
Geneva,AL,31.0437,-85.8763,4289,USC00013251,0.007707788
Crittenden,KY,38.7754,-84.6137,4288,USC00152250,0.019196317
Springville,NY,42.5084,-78.6696,4288,USC00308132,0.101666612
Sellersville,PA,40.36,-75.3083,4283,USC00367938,0.006844808
Medford,WI,45.1365,-90.3436,4282,USC00475255,0.005761259
Justin,TX,33.0862,-97.3009,4279,USC00414679,0.007140028
Fayette,AL,33.6943,-87.8307,4275,USC00012883,0.021431052
Coleman,TX,31.8317,-99.4223,4274,USC00414278,0.139071373
Morgan,UT,41.0414,-111.6802,4273,USC00425826,0.010228372
Magnolia,NJ,39.8562,-75.0365,4273,USC00288173,0.021113846
Oneida,TN,36.5172,-84.5104,4267,USC00406829,0.025028184
Port Aransas,TX,27.8102,-97.0875,4266,USC00417176,0.130990114
Barboursville,WV,38.4061,-82.297,4258,USC00466912,0.013707378
Newport,VT,44.9375,-72.2088,4257,USC00435542,0.021024034
Pittsfield,IL,39.6202,-90.7934,4254,USC00116837,0.009941816
Cotulla,TX,28.4364,-99.2367,4241,USC00415369,0.171572521
Raymond,WA,46.6839,-123.738,4241,USC00456914,0.031628468
Sissonville,WV,38.5042,-81.6398,4239,USC00468191,0.014052715
East Tawas,MI,44.2884,-83.4849,4239,USC00202423,0.019257466
Waverly,OH,39.1256,-82.9836,4236,USC00338830,0.014725828
Fort Pierce South,FL,27.4096,-80.3539,4235,USC00083209,0.054329734
Bellville,TX,29.9472,-96.2598,4219,USC00410655,0.094813501
Hampton,IA,42.742,-93.205,4205,USC00133584,0.014317821
Red Rock,AZ,32.561,-111.3745,4203,USC00026513,0.089531726
Comanche,TX,31.9005,-98.6044,4197,USC00417300,0.126924899
Malden,MO,36.585,-89.9808,4185,USC00235207,0.016772597
Monte Vista,CO,37.5789,-106.1499,4179,USC00055706,0.036728371
Carlyle,IL,38.6217,-89.3735,4175,USC00111290,0.010976794
Westover,WV,39.6324,-79.9773,4173,USC00466212,0.01423587
Captain Cook,HI,19.4995,-155.8937,4171,USC00513977,0.019577794
Ketchum,ID,43.6868,-114.3731,4160,USC00104845,0.01317953
Harbison Canyon,CA,32.8273,-116.8381,4155,USC00042709,0.062746554
Carmel Valley Village,CA,36.4824,-121.7198,4152,USC00041534,0.004976947
Blythewood,SC,34.2121,-80.9921,4150,USC00381479,0.083633817
Haleyville,AL,34.2331,-87.6175,4142,USC00013620,0.017781451
Chariton,IA,41.0176,-93.3095,4141,USC00131394,0.030427783
Charlevoix,MI,45.3138,-85.2557,4137,USC00201468,0.011992081
Peotone,IL,41.3312,-87.7937,4135,USC00116725,0.005316136
Rockville,IN,39.7665,-87.2295,4124,USC00127522,0.007561085
New Carlisle,IN,41.7018,-86.4916,4122,USC00126160,0.012478782
Benton Heights,MI,42.1211,-86.4137,4121,USW00094871,0.007978471
Randleman,NC,35.8165,-79.8066,4115,USC00317097,0.017715626
Cassville,MO,36.6786,-93.8682,4114,USC00231383,0.008938009
Burns,OR,43.5883,-119.0613,4112,USW00094185,0.103627844
Jefferson,IA,42.0173,-94.3798,4102,USC00134228,0.01694358
Dimmitt,TX,34.5324,-102.3111,4099,USC00412464,0.053436603
Holloman AFB,NM,32.8483,-106.0998,4096,USC00299686,0.100798909
Rutherfordton,NC,35.3642,-81.9613,4087,USC00313152,0.058700341
North Richmond,CA,37.9642,-122.3711,4085,USC00047414,0.045510658
Waimanalo Beach,HI,21.3288,-157.6975,4076,USC00519523,0.015447644
Ripley,WV,38.8201,-81.7091,4073,USC00467552,0.003897602
Mosinee,WI,44.7874,-89.6839,4072,USC00472447,0.08492139
New Lebanon,OH,39.744,-84.3943,4067,USC00335851,0.007113178
University,MS,34.3656,-89.5379,4067,USC00229079,0.009970456
Ridgway,PA,41.427,-78.7297,4056,USC00367477,0.020866243
Pipestone,MN,43.9958,-96.3117,4046,USC00216565,0.022865039
Algonac,MI,42.6208,-82.534,4037,USC00200106,0.010824047
Vandalia,MO,39.308,-91.4892,4030,USC00238577,0.003423449
Trevose,PA,40.1509,-74.982,4030,USC00366194,0.029135348
Forest City,IA,43.257,-93.6365,4025,USC00132977,0.028049242
Lisbon Falls,ME,44.0086,-70.057,4019,USC00172048,0.040317366
Butte,AK,61.5539,-149.0035,4015,USC00505464,0.079839151
Louisa,KY,38.1079,-82.6132,4012,USC00154948,0.08201044
Rocky Ford,CO,38.05,-103.7226,4011,USC00057167,0.030127736
Lakewood,IL,42.2278,-88.393,4001,USC00112048,0.033372594
